Names,Category,Sub Category,Rank,Technology
104asdu-process-control-type51,business-systems,ics-protocols,1,client-server
104asdu-process-control-type58,business-systems,ics-protocols,1,client-server
104asdu-process-control-type59,business-systems,ics-protocols,1,client-server
104asdu-process-control-type62,business-systems,ics-protocols,1,client-server
104asdu-process-control-type63,business-systems,ics-protocols,1,client-server
104asdu-process-control-type64,business-systems,ics-protocols,1,client-server
104asdu-system-monitor-type70,business-systems,ics-protocols,1,client-server
104asdu-process-control-type61,business-systems,ics-protocols,1,client-server
104asdu-system-control-type100,business-systems,ics-protocols,1,client-server
104asdu-system-control-type101,business-systems,ics-protocols,1,client-server
104asdu-system-control-type102,business-systems,ics-protocols,1,client-server
104asdu-system-control-type103,business-systems,ics-protocols,1,client-server
104asdu-system-control-type104,business-systems,ics-protocols,1,client-server
104asdu-system-control-type105,business-systems,ics-protocols,1,client-server
104asdu-system-control-type106,business-systems,ics-protocols,1,client-server
104asdu-system-control-type107,business-systems,ics-protocols,1,client-server
104asdu-param-control-type110,business-systems,ics-protocols,1,client-server
104asdu-param-control-type111,business-systems,ics-protocols,1,client-server
104asdu-param-control-type112,business-systems,ics-protocols,1,client-server
104asdu-param-control-type113,business-systems,ics-protocols,1,client-server
104asdu-file-transfer-type120,business-systems,ics-protocols,1,client-server
104asdu-file-transfer-type121,business-systems,ics-protocols,1,client-server
104asdu-file-transfer-type122,business-systems,ics-protocols,1,client-server
104asdu-file-transfer-type123,business-systems,ics-protocols,1,client-server
104asdu-file-transfer-type124,business-systems,ics-protocols,1,client-server
104asdu-file-transfer-type125,business-systems,ics-protocols,1,client-server
104asdu-file-transfer-type126,business-systems,ics-protocols,1,client-server
104asdu-file-transfer-type127,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type1,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type2,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type3,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type4,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type5,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type6,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type7,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type8,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type9,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type10,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type11,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type12,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type13,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type14,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type15,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type16,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type17,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type18,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type19,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type20,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type21,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type30,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type31,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type32,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type33,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type34,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type35,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type36,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type37,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type38,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type39,business-systems,ics-protocols,1,client-server
104asdu-process-monitor-type40,business-systems,ics-protocols,1,client-server
104asdu-process-control-type45,business-systems,ics-protocols,1,client-server
104asdu-process-control-type46,business-systems,ics-protocols,1,client-server
104asdu-process-control-type47,business-systems,ics-protocols,1,client-server
104asdu-process-control-type48,business-systems,ics-protocols,1,client-server
104asdu-process-control-type49,business-systems,ics-protocols,1,client-server
104asdu-process-control-type50,business-systems,ics-protocols,1,client-server
104apci-unnumbered-test-act,business-systems,ics-protocols,1,client-server
104apci-unnumbered-test-con,business-systems,ics-protocols,1,client-server
104apci-unnumbered-startdt-act,business-systems,ics-protocols,1,client-server
104apci-unnumbered-startdt-con,business-systems,ics-protocols,1,client-server
104apci-unnumbered-stopdt-con,business-systems,ics-protocols,1,client-server
104apci-unnumbered-stopdt-act,business-systems,ics-protocols,1,client-server
iec-60870-5-104-base,business-systems,ics-protocols,2,client-server
104apci-supervisory,business-systems,ics-protocols,2,client-server
104apci-unnumbered,business-systems,ics-protocols,2,client-server
104asdu-process-monitor,business-systems,management,2,client-server
104asdu-process-control,business-systems,management,2,client-server
104asdu-system-monitor,business-systems,management,2,client-server
104asdu-system-control,business-systems,management,2,client-server
104asdu-param-control,business-systems,management,2,client-server
104asdu-file-transfer,business-systems,management,3,client-server
iec-61850-base,business-systems,ics-protocols,1,network-protocol
iec-61850-getdatadir,business-systems,ics-protocols,1,network-protocol
iec-61850-delete-named-var-list,business-systems,ics-protocols,1,network-protocol
ieee-c37.118-synchrophasor-base,business-systems,ics-protocols,1,client-server
c37.118-cmd-frame-data-tx-on,business-systems,ics-protocols,1,client-server
c37.118-cmd-frame-data-tx-off,business-systems,ics-protocols,1,client-server
c37.118-header-frame,business-systems,ics-protocols,1,client-server
c37.118-data-frame,business-systems,ics-protocols,1,client-server
c37.118-configuration-frame-1,business-systems,ics-protocols,1,client-server
c37.118-configuration-frame-2,business-systems,ics-protocols,1,client-server
c37.118-command-frame,business-systems,ics-protocols,1,client-server
c37.118-cmd-frame-extended-frm,business-systems,ics-protocols,1,client-server
c37.118-cmd-frame-send-cfg-1,business-systems,ics-protocols,1,client-server
c37.118-cmd-frame-send-cfg-2,business-systems,ics-protocols,1,client-server
c37.118-cmd-frame-send-hdr-frm,business-systems,ics-protocols,1,client-server
ieee-ptp,general-internet,internet-utility,1,client-server
ifile.it,general-internet,file-sharing,4,browser-based
ifix,business-systems,ics-protocols,1,client-server
ifmp,networking,ip-protocol,1,network-protocol
ifolder,general-internet,file-sharing,4,client-server
igel,business-systems,management,1,client-server
igloo-software,saas,social-business,2,browser-based
igmp,networking,routing,1,network-protocol
igp,networking,routing,1,network-protocol
iheartradio,media,audio-streaming,3,browser-based
il,networking,ip-protocol,1,network-protocol
ilohamail,collaboration,email,4,browser-based
iloveim,collaboration,instant-messaging,3,browser-based
im-plus,collaboration,instant-messaging,4,browser-based
imagenow,business-systems,management,1,client-server
imap,collaboration,email,4,client-server
imeem,collaboration,social-networking,3,browser-based
imeet-file-transfer,saas,file-sharing,3,browser-based
imeet-base,saas,internet-conferencing,3,browser-based
imesh,general-internet,file-sharing,5,peer-to-peer
imgur-uploading,media,photo-video,2,browser-based
imgur-base,media,photo-video,4,browser-based
imhaha,collaboration,instant-messaging,4,browser-based
imo,collaboration,instant-messaging,4,browser-based
imvu,collaboration,instant-messaging,3,client-server
infoblox-grid,business-systems,management,1,client-server
infoprint,business-systems,management,1,client-server
infor-erp-ln,business-systems,erp-crm,1,client-server
inforeach,business-systems,erp-crm,1,client-server
informatica-cloud,saas,general-business,1,browser-based
informix,business-systems,database,2,client-server
infront,business-systems,general-business,1,client-server
infusionsoft,saas,management,2,browser-based
ingenico-pos,business-systems,ics-protocols,1,client-server
innovative,business-systems,erp-crm,1,client-server
insightly-crm,saas,erp-crm,3,browser-based
instagram-base,media,photo-video,2,client-server
instagram-upload,media,photo-video,2,client-server
instan-t-base,collaboration,instant-messaging,3,client-server
instan-t-file-transfer,general-internet,file-sharing,4,client-server
instan-t-webmessenger,collaboration,instant-messaging,3,browser-based
intacct,saas,erp-crm,2,browser-based
interactive-brokers,business-systems,general-business,1,browser-based
intercall,saas,internet-conferencing,1,browser-based
intersystems-cache,business-systems,database,2,client-server
intervals,saas,management,2,browser-based
intuit-quickbase,saas,database,1,browser-based
ip-in-ip,networking,ip-protocol,5,network-protocol
ip-messenger-base,collaboration,instant-messaging,1,peer-to-peer
ip-messenger-file-transfer,general-internet,file-sharing,1,peer-to-peer
ipa-polling-scrub-ex,business-systems,medical,1,browser-based
ipa-scrub-eralexservice,business-systems,medical,1,client-server
ipcomp,networking,ip-protocol,1,network-protocol
ipcv,networking,ip-protocol,1,network-protocol
iperf,networking,infrastructure,1,client-server
ipfs,general-internet,internet-utility,4,peer-to-peer
ipip,networking,ip-protocol,1,network-protocol
ipl,business-systems,management,1,client-server
iplt,networking,ip-protocol,1,network-protocol
ipp,business-systems,management,2,client-server
ippc,networking,ip-protocol,1,network-protocol
ipsec-ah,networking,encrypted-tunnel,1,client-server
ike,networking,encrypted-tunnel,2,client-server
ipsec-esp,networking,encrypted-tunnel,2,client-server
ipsec-esp-udp,networking,encrypted-tunnel,2,client-server
ipv6,networking,ip-protocol,1,network-protocol
ipv6-frag,networking,ip-protocol,1,network-protocol
ping6,general-internet,internet-utility,2,network-protocol
ipv6-icmp-base,networking,ip-protocol,1,network-protocol
